id,name,release_date,refined_date,how_to_read,english_name,description,must_learn,refine_from,can_status_refine,refine_description,refine_description2,special_refine_description,special_refine_hp,type,assist_type,sacred_seal,weapon_type,inherit,inheritable_weapon_type,inheritable_move_type,count,might,might_refine,no_impl_required,range,sp,effective,invalidate_effective,consideration,hp,atk,spd,def,res,cooldown_count,atk_count,counteratk_count,all_dist_counter,disable_counter,wrathful_staff
1024,"火薙ぎの斧+",,,,"Firesweep Axe+","自分、敵ともに反撃不可","|火薙ぎの斧|","",,"","","","","武器","",,"斧","可",,,,15,,,,300,"","","",,,,,,,,,,true,
1025,"ラウアサーペント+",,,,,"弓、暗器、魔法、杖の敵から攻撃された時、戦闘中、守備、魔防+6","|ラウアサーペント|","",true,"","","","","武器","",,"赤魔法","可",,,,12,,,,300,"","","",,,,,,,,,,,
1026,"速さの混乱3",,,,"Sabotage Spd 3","ターン開始時、敵同士が隣接していて、かつ、魔防が自分より3以上低い敵の速さ-7(敵の次回行動終了まで)","|速さの混乱2|","",,"","","","","パッシブB","",,"","可",,,,,,,,240,"","","",,,,,,,,,,,
1027,"レギンレイヴ",,2022-12-05,,Reginleif,"重装、騎馬特効<br>攻撃+3<br>攻撃が敵より1以上高い時、または移動+1の効果を受けている時、絶対追撃","|貫きの槍鍛|","",true,"重装、騎馬特効<br>攻撃+3<br>自身が移動可能な地形を平地のように移動可能<br>戦闘開始時、攻撃が敵より1以上高い時、または、自身が【有利な状態】を受けている時、戦闘中、攻撃、速さ、守備、魔防+4<br>戦闘中、攻撃が敵より1以上高い時、または、自身が【有利な状態】を受けている時、絶対追撃<br>【有利な状態】「1ターン」の効果全般(強化、移動+1、敵弱化ダメージ+等)","","【有利な状態】を受けている時、【再移動(残り+1)】を発動可能<br>偶数ターン開始時、自身の移動+1(1ターン、重複しない)<br>戦闘開始時、自身のHPが25%以上なら戦闘中、攻撃、速さ、守備、魔防+4、かつ自身が【有利な状態】を受けている時、戦闘中、敵は追撃不可<br>【有利な状態】「1ターン」の効果全般(強化、移動+1、敵弱化ダメージ+等)<br>【再移動(残り+1)】自分から攻撃、補助、地形破壊の行動をした後、直後に移動できる。移動できる距離は、上記の行動前に移動した分の残り+1(ワープ移動時は残りは0として扱う)(自身の移動タイプで移動。例:歩行は、林には移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果重複時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(「残り+1」マスを超える距離のワープ移動はできない)",3,"武器","",,"槍","不可",,,,16,,,,400,"|重装|騎馬|","","",,3,,,,,,,,,
1028,"剛剣4",,,,"Heavy Blade 4","攻撃が敵より1以上高い時、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)かつ、ダメージ+5","|剛剣3|","",,"","","","","パッシブA","",,"","可","|杖以外|","",,,,,,300,"","","",,,,,,,,,,,
1029,"異邦の秘剣",2019-11-06,2019-11-06,,,"奥義発動時、奥義によるダメージ+10","","",true,"奥義発動時、奥義によるダメージ+10","","自分のHPが75%以下で、自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う",3,"武器","",,"剣","不可",,,,16,,,,400,"","","",,,,,,,,,,,
1030,"ツバキの金薙刀",2019-11-06,2019-11-06,"ツバキのきんなぎなた",,"奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、敵の攻撃が自分より3以上高い時、戦闘中、自分の攻撃、速さ、守備、魔防+3","|銀の槍|","",true,"奥義が発動しやすい(発動カウント-1)","","戦闘開始時、敵の攻撃が自分より3以上高い時、戦闘中、自分の攻撃、速さ、守備、魔防+3<br>戦闘開始時、HPが70%以上なら、ダメージ+7",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,-1,,,,,
1031,"白夜の竜石",2019-11-06,2019-11-06,,,"敵から攻撃された時、敵が強化(応援、鼓舞)の効果を受けていない時、戦闘中、自分の攻撃、速さ、守備、魔防+4<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算","","",true,"敵から攻撃された時、敵が強化(応援、鼓舞)の効果を受けていない時、戦闘中、自分の攻撃、速さ、守備、魔防+4<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算","","戦闘中、敵の攻撃、速さ-3、かつ敵の攻撃、速さの強化の+を無効にする<br>(無効になるのは、鼓舞や応援等の+効果)",3,"武器","",,"竜石","不可",,,,16,,,,400,"","","",,,,,,,,,,,
1032,"弓騎士の名弓",2019-11-06,2019-11-06,"ゆみきしのめいきゅう",,"飛行特効<br>自分から攻撃した時、2回攻撃<br>速さ-5","","",true,"飛行特効<br>自分から攻撃した時、2回攻撃<br>速さ-5","","周囲2マスの敵は戦闘中、攻撃、守備-4","","武器","",,"弓","不可",,,,9,,,,400,"|飛行|","","",,,-5,,,,2,,,,
1033,"竜殺の暗器+",,,"りゅうさつのあんき+",,"竜特効<br>自身の戦闘順入替スキル(待ち伏せ、攻め立て等)無効<br>敵の戦闘順入替スキル(待ち伏せ、攻め立て等)無効<br>戦闘中に攻撃していれば、戦闘後に敵とその周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)","|竜殺の暗器|","",true,"","","","","武器","",,"暗器","可",,,,12,,,,300,"|竜|","","",,,,,,,,,,,
1034,"速さ魔防の大開放3",,,,"Spd/Res Gap 3","ターン開始時、自分を除く最も速さ+魔防の合計値が高い味方の速さ、魔防+5(1ターン)","|速さ魔防の大開放2|","",,"","","","","パッシブC","",,"","可",,,,,,,,240,"","","",,,,,,,,,,,
1035,"騎士軍将の宝槍",,2023-07-06,,"Prized Lance","奥義が発動しやすい(発動カウント-1)<br>敵のHPが100%で戦闘開始時、戦闘中の自分の攻撃、速さ、守備、魔防+4、かつ、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","|銀の槍|","",true,"奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、自身の攻撃、速さ、守備、魔防+4かつ、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、敵の絶対追撃を無効、かつ、自分の追撃不可を無効、自身の奥義発動カウント変動量-を無効、ダメージ+速さの15%(範囲奥義を除く)",3,"武器","",,"槍","不可","","",,16,,,,400,,,"",,,,,,-1,,,,,
1036,"守備魔防の奮起3",,,,"Rouse Def/Res 3","ターン開始時、周囲1マスに味方がいなければ自分の守備、魔防+6(1ターン)","|守備魔防の奮起2|","",,"","","","","パッシブC","",true,"","可","","|歩行|騎馬|",,,,,,240,"","","",,,,,,,,,,,
1037,"守りの斧+",,,,,"敵から攻撃された時、戦闘中、守備+7","|守りの斧|","",true,"","","","","武器","",,"斧","可",,,,14,,,,300,"","","",,,,,,,,,,,
1038,"速さ魔防の大覚醒3",,,,"Brazen Spd/Res 3","戦闘開始時、自分のHPが80%以下なら戦闘中、速さ、魔防+7","|速さ魔防の大覚醒2|","",,"","","","","パッシブA","",true,"","可",,,,,,,,240,"","","",,,,,,,,,,,
1039,"守護者の烈弓",,2023-06-07,"しゅごしゃのれっきゅう","Guardian's Bow","飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>戦闘開始時または戦闘中、速さが敵より1以上高い時、戦闘中、敵の攻撃、速さ、守備-5<br>(自分と敵が両方この武器の装備者である場合は、攻撃した側→攻撃された側の順で判定される)",,"",true,"飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、戦闘開始時、自分の速さが「敵の速さ-7」以上の時、戦闘中、敵の攻撃、速さ守備-5、最初に受けた攻撃のダメージを30%軽減","","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、与えるダメージ+速さの10%(戦闘前奥義も含む)、自身の奥義発動カウント変動量-を無効、敵の速さ、守備の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)",,"武器","",,"弓","不可","","",,14,,,,400,"|飛行|",,"",,,,,,-1,,,,,
1040,"死線4",,,,"Life and Death 4","攻撃、速さ+7<br>守備、魔防-5","|死線3|","",,"","","","","パッシブA","",,"","可","|杖以外|","",,,,,,300,"","","",,7,7,-5,-5,,,,,,
1041,"フィンブル",,2023-06-07,,Fimbulvetr,"魔防+3<br>戦闘開始時、自身が【不利な状態異常】を受けている、または、自身のHPが99%以下のとき、戦闘中、自身の弱化を無効化し、攻撃、速さ、守備、魔防+4",,"",true,"魔防+3<br>戦闘開始時、自身が【不利な状態異常】を受けている、または、自身のHPが99%以下の時、または、敵のHPが75%以上の時、戦闘中、自身の弱化を無効化し、攻撃、速さ、守備、魔防+4<br>【不利な状態異常】「敵の次回行動終了まで」の効果全般(弱化、移動制限、パニック、反撃不可、相性激化、キャンセル等)","","周囲3マス以内に味方がいる時、戦闘中、自身の攻撃、速さ、守備、魔防+4、敵の攻撃魔防が減少、減少値は、10-敵の奥義発動カウントの最大値×2(最低2、敵が奥義を装備していない時も2)<br>周囲3マス以内に自分と支援を結んでいる相手がいる時、戦闘中、自分は絶対追撃",,"武器","",,"青魔法","不可","","",,14,,,,400,,,"",,,,,3,,,,,,
1042,"ラグネル&エタルド",,2023-01-10,,Ragnell-Alondite,"2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>速さ-5<br>敵から攻撃された時、距離に関係なく反撃する","","",true,"2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>速さ-5<br>敵から攻撃された時、距離に関係なく反撃する","","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、魔防+5、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)、かつ戦闘中、敵の攻撃、守備の強化の+を無効(無効になるのは、鼓舞や応援等の+効果)",3,"武器","",,"剣","不可",,,,10,,true,,400,,"","",,,-5,,,,2,2,true,,
1043,"双刃",,,"そうじん",,"魔防の40%を奥義ダメージに加算<br>奥義以外のスキルによる「ダメージを○○%軽減」を無効","","",,"","","","","奥義","",,"","不可",,,2,,,,,500,"","","",,,,,,,,,,,
1044,"女神の三雄",,,"めがみのさんゆう","Ashera's Chosen","飛行特効無効<br>周囲1マスに竜、獣以外の味方がいなければ戦闘中、攻撃、守備+6","","",,"","","","","パッシブA","",,"","不可",,,,,,,,300,"","|飛行|","",,,,,,,,,,,
1045,"攻撃守備の信義3",,,,"Atk/Def Oath 3","ターン開始時、周囲1マスに味方がいれば自分の攻撃、守備+5(1ターン)","|攻撃守備の信義2|","",,"","","","","パッシブC","",true,"","可","","|歩行|飛行|",,,,,,240,"","","",,,,,,,,,,,
1046,"カゲロウの眩惑針",,2019-06-10,"カゲロウのげんわくばり",,"戦闘開始時、攻撃が敵より1以上高い時、戦闘中、攻撃、速さ+4【暗器(7)】効果<br>【暗器(7)】戦闘中に攻撃していれば、戦闘後に敵と、その周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)","","",true,"戦闘開始時、攻撃が敵より1以上高い時、戦闘中、攻撃、速さ+4【暗器(7)】効果","","自分から攻撃した時、戦闘中、最初に受けた攻撃のダメージを50%軽減","","武器","",,"暗器","不可",,,,14,,,,400,"","","",,,,,,,,,,,
1047,"黒豹の槍",,2019-04-09,"くろひょうのやり",,"戦闘中、攻撃、守備が周囲2マス以内の味方の人数×2だけ上昇(各能力の強化の最大値は+6)","|銀の槍|","",true,"戦闘中、攻撃、守備が周囲2マス以内の味方の人数×2だけ上昇(各能力の強化の最大値は+6)","","周囲2マス以内に剣、槍、斧の騎馬の味方がいる場合、自分から攻撃した時、2回攻撃",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,,,,,,
1048,"猛牛の剣",,2019-04-09,"もうぎゅうのけん",,"戦闘中、攻撃、守備が周囲2マス以内の味方の人数×2だけ上昇(各能力の強化の最大値は+6)","","",true,"戦闘中、攻撃、守備が周囲2マス以内の味方の人数×2だけ上昇(各能力の強化の最大値は+6)","","周囲2マス以内に剣、槍、斧の騎馬の味方がいる場合、自分から攻撃した時、2回攻撃",3,"武器","",,"剣","不可",,,,16,,,,400,"","","",,,,,,,,,,,
1049,"カザハナの麗刀",,2019-04-09,"カザハナのれいとう",,"重装特効","","",true,"重装特効","","自分から攻撃した時、戦闘中の攻撃、速さ+4",3,"武器","",,"剣","不可",,,,16,,,,400,"|重装|","","",,,,,,,,,,,
1050,"サイゾウの爆炎針",,2019-06-10,"サイゾウのばくえんばり",,"戦闘中に攻撃していれば、戦闘後に敵と敵の周囲2マスの敵の攻撃、速さ、守備、魔防-6(敵の次回行動終了まで)","","",true,"戦闘中に攻撃していれば、戦闘後に敵と敵の周囲2マスの敵の攻撃、速さ、守備、魔防-6(敵の次回行動終了まで)","","戦闘中、攻撃、速さ、守備、魔防が敵が受けている攻撃、速さ、守備、魔防の弱化の値だけ上昇(能力値ごとに計算)","","武器","",,"暗器","不可",,,,14,,,,400,"","","",,,,,,,,,,,
1051,"ピエリの小槍",,2019-04-09,"ピエリのこやり",,"奥義が発動しやすい(発動カウント-1)","|銀の槍|","",true,"奥義が発動しやすい(発動カウント-1)","","戦闘開始時、自身のHPが99%以下の時、戦闘中、攻撃、速さ、守備、魔防+4",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,-1,,,,,
1052,"マリータの剣",,2023-08-07,"マリータのけん","Mareeta's Sword","奥義が発動しやすい(発動カウント-1)<br>周囲1マス以内に味方がいない時、戦闘中、攻撃、速さ、守備、魔防+4、かつ敵の絶対追撃を無効、自分の追撃不可を無効",,"",true,"奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲1マス以内の味方が1体以下の時、戦闘中、攻撃、速さ、守備、魔防+4、かつ戦闘中、敵の絶対追撃を無効、自分の追撃不可を無効、敵の速さ、守備の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、自身の奥義発動カウント変動量-を無効、ダメージ+速さの10%(範囲奥義を除く)、かつ、奥義発動時、奥義以外のスキルによる「ダメージを○○%軽減」を無効(範囲奥義を除く)",3,"武器","",,"剣","不可","","",,16,,,,400,,,"",,,,,,-1,,,,,
