id,name,english_name,description,refine_description,special_refine_description
1308,"混沌ラグネル","Chaos Ragnell","戦闘中、攻撃、速さ、守備、魔防が自分が受けている攻撃、速さ、守備、魔防の弱化の値の2倍だけ上昇(能力値ごとに計算)(例えば、攻撃-7の弱化を受けていれば、-7+14で、攻撃+7となる)<br>敵から攻撃された時、距離に関係なく反撃する","戦闘中、攻撃、速さ、守備、魔防+4、かつ自分が攻撃、速さ、守備、魔防の弱化を受けていれば、攻撃、速さ、守備、魔防が弱化の値の2倍だけ上昇(能力値ごとに計算)(例えば、攻撃-7の弱化を受けていれば、-7+14+4で、攻撃+11となる)、自身の奥義発動カウント変動量-を無効<br>敵から攻撃された時、距離に関係なく反撃する","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、最初に受けた攻撃と2回攻撃のダメージ-7(最初に受けた攻撃と2回攻撃:通常の攻撃は、1回目の攻撃のみ。「2回攻撃」は、1～2回目の攻撃)、かつ奥義発動時、敵の奥義以外のスキルによる「ダメージを○○%軽減」を無効(範囲奥義を除く)<br>戦闘開始時、自身のHPが25%以上で攻撃時発動の奥義装備時、戦闘中、自分の最初の攻撃前に自身の奥義発動カウントが奥義発動カウントの最大値の半分だけ減少(減少値は端数切捨て)"
1309,"暴の天空","Mayhem Aether","敵の守備、魔防-50%扱いで攻撃<br>与えたダメージの50%自分を回復","",""
1310,"飛燕の呼吸","Darting Breath","敵から攻撃された時、戦闘中、速さ+4かつ奥義発動カウント変動量+1(同系統効果複数時、最大値適用)","",""
1311,"暗黒の聖書","Dark Scripture","攻撃+3<br>周囲1マス以内に味方がいない時、戦闘中、敵の攻撃、魔防-6、かつ、敵が竜特効スキルを装備していない時、自分は絶対追撃(「竜特効スキルを装備」は、竜特効の状態も含む)","攻撃+3<br>自軍ターン開始時、および、敵軍ターン開始時、自分を中心とした縦3列と横3列にいる魔防が「自分の魔防+5」より低い敵の攻撃、魔防-7、【混乱】、【回復不可】、「奥義以外の「敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減」する効果を無効」を付与(敵の次回行動終了時まで)<br>敵から攻撃された時、または、周囲1マス以内に味方がいない時、戦闘中、敵の攻撃、魔防-6、速さ-4、自分は絶対追撃","戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、速さ、魔防-4、敵は追撃不可、自分が与えるダメージ+魔防の20%(範囲奥義を除く)、かつ魔防が敵より高い時、受けた範囲奥義のダメージと、戦闘中に攻撃を受けた時のダメージを魔防の差×4%軽減(最大40%)(巨影の範囲奥義を除く)"
1312,"攻撃魔防の孤軍4","Atk/Res Solo 4","周囲1マス以内に味方がいない時、戦闘中、攻撃、魔防+7","",""
1313,"魔王の血書","Blood Tome","攻撃+3<br>敵が弓、暗器、魔法、杖の時、受けた範囲奥義のダメージを80%軽減(巨影の範囲奥義を除く)、かつ、戦闘中、受けた攻撃のダメージを50%軽減<br>敵が弓、暗器、魔法、杖、かつ無属性の時、自分は3すくみ有利、敵は3すくみ不利となる","攻撃+3<br>敵が射程2の時、受けた範囲奥義のダメージを80%軽減(巨影の範囲奥義を除く)<br>自分から攻撃した時、または、敵が射程2の時、戦闘中、自身の攻撃+5、敵の攻撃-5、自分が与えるダメージ+魔防の20%(範囲奥義を除く)、自分が受けた攻撃のダメージを50%軽減(範囲奥義を除く)<br>「自分から攻撃した時、または、敵が射程2の時」、かつ、敵が無属性なら、自分は3すくみ有利、敵は3すくみ不利となる","ターン開始時、自分に【相性相殺】を付与<br>ターン開始時、自分の周囲5マス以内にいる最も近い敵とその周囲2マス以内の敵の攻撃、魔防-7、【相性激化】を付与(敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、自身の攻撃+5、敵の攻撃-5、自分は絶対追撃、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)"
1314,"攻撃魔防の奮起3","Rouse Atk/Res 3","ターン開始時、周囲1マスに味方がいなければ自分の攻撃、魔防+6(1ターン)","",""
1315,"獣乱のブレス","Brutal Breath","速さ+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>戦闘中、自身の攻撃、速さ、守備、魔防が周囲2マス以内の味方の数によって最大+5上昇(味方が0体なら+5、1体なら+3、2体なら+1、3体以上なら+0)<br>周囲2マス以内の味方が1体以下の時、戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","速さ+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>戦闘中、自身の攻撃、速さ、守備、魔防が周囲1マス以内の味方の数によって最大+11上昇(味方が0体なら+11、1体なら+9、2体なら+7、3体なら+5、4体以上なら+4)<br>戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)<br>戦闘後、7回復","ターン開始時、周囲1マス以内の味方が2体以下の時、自分の攻撃、速さ+6、【回避】、「敵の強化の+を無効」を付与(1ターン)<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃、速さ、守備、魔防+4、ダメージ+速さの20%(範囲奥義を除く)"
1316,"攻撃速さの孤軍4","Atk/Spd Solo 4","周囲1マス以内に味方がいない時、戦闘中、攻撃、速さ+7","",""
1317,"グルグラント",Gurgurant,"飛行特効無効<br>守備+3<br>2マス以内の敵は戦闘中、攻撃、守備-5","飛行特効無効<br>守備+3<br>周囲4マス以内の敵は、戦闘中、攻撃、守備-5、攻撃、守備の強化を無効、追撃不可、奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、守備-5、さらに、敵の攻撃、守備が戦闘開始時の自分の守備の15%だけ減少、自分が戦闘中に攻撃を受けた時のダメージを30%軽減(範囲奥義を除く)"
1318,"狼花嫁の牙","Bride's Fang","奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、速さ、守備-5、かつ戦闘(または戦闘前)で奥義を発動し戦闘中に攻撃していた場合、戦闘後、奥義発動カウント-1<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ奥義発動時、奥義によるダメージ+10","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、奥義発動カウント-1<br>自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、速さ、守備-5、自分が最初に受けた攻撃と2回攻撃のダメージを40%軽減、戦闘(または戦闘前)で奥義を発動した場合、戦闘後、奥義発動カウント-2<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ奥義発動時、奥義によるダメージ+7、戦闘中、敵の奥義発動カウント変動量+を無効、かつ自身の奥義発動カウント変動量-を無効","化身時、【再移動(残り+1)】を発動可能<br>ターン開始時、化身状態になる条件を満たしていれば、自分に「自分が移動可能な地形を平地のように移動可能」、「移動+1」(重複しない)を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら戦闘中、敵の攻撃、速さ、守備-4、自身の奥義発動時、敵の奥義以外のスキルによる「ダメージを○○%軽減」を無効(範囲奥義を除く)、戦闘後、自分は、7回復"
1319,"速さ守備の封印2","Chill Spd/Def 2","ターン開始時、敵軍内で最も速さ+守備の合計値が高い敵の速さ、守備-5(敵の次回行動終了まで)","",""
1320,"花嫁の護刀+","Pledged Blade+","自身が【有利な状態】を受けている時、戦闘中、攻撃、守備+4、かつ、敵の攻撃によりダメージを受けた時、奥義発動カウント変動量+1(同系統効果複数時、最大値適用)(この効果は受けたダメージが0の場合も発動する)","",""
1321,"鼓動の封緘・奇数3","Odd Pulse Tie 3","奇数ターン開始時、自分よりHPが1以上低く、かつ、奥義発動可能状態の敵のうち最もHPが低い敵の奥義発動カウント+2(敵の奥義発動カウントの最大値は超えない)","",""
1322,"白鷺花婿の翼","Groom's Wings","魔防+3<br>1ターン開始時、支援相手の奥義発動カウント-1<br>ターン開始時、竜、獣以外と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)<br>化身状態なら、攻撃+2、かつ奥義発動時、奥義によるダメージ+10","",""
1323,"幸せの誓約","Joyful Vows","攻撃+3<br>重装、騎馬特効<br>自身が【有利な状態】を受けている時、戦闘中、攻撃、魔防+6、かつ、自分から攻撃していれば、敵の追撃不可","攻撃+3<br>重装、騎馬特効<br>自分が【有利な状態】を受けている時、または、敵が【不利な状態異常】を受けている時、戦闘中、攻擊、魔防+6、さらに、攻撃が増加<br>増加値は、敵とその周囲2マス以内にいる敵のうち弱化の合計値が最も高い値、自分は絶対追撃、敵は追撃不可","ターン開始時、敵軍内で最も攻撃、速さ、守備、魔防が高い敵と、その周囲2マス以内にいる敵それぞれについて、その能力値-7(敵の次回行動終了まで)<br>ターン開始時、敵軍内で最も攻撃、速さ、守備、魔防が高い敵それぞれについて、【混乱】を付与<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻擊、魔防+5、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)"
1324,"大きな扇子+","Huge Fan+","自身が【有利な状態】を受けている時、戦闘中、攻撃、守備+4、かつ、敵の攻撃によりダメージを受けた時、奥義発動カウント変動量+1(同系統効果複数時、最大値適用)(この効果は受けたダメージが0の場合も発動する)","",""
1325,"攻撃速さの絆1","Atk/Spd Bond 1","味方と隣接している時、戦闘中、自身の攻撃、速さ+3","",""
1326,"攻撃速さの絆2","Atk/Spd Bond 2","味方と隣接している時、戦闘中、自身の攻撃、速さ+4","",""
1327,"攻撃守備の絆1","Atk/Def Bond 1","味方と隣接している時、戦闘中、自身の攻撃、守備+3","",""
1328,"攻撃守備の絆2","Atk/Def Bond 2","味方と隣接している時、戦闘中、自身の攻撃、守備+4","",""
1329,"攻撃魔防の絆1","Atk/Res Bond 1","味方と隣接している時、戦闘中、自身の攻撃、魔防+3","",""
1330,"攻撃魔防の絆2","Atk/Res Bond 2","味方と隣接している時、戦闘中、自身の攻撃、魔防+4","",""
1331,"速さ守備の絆1","Spd/Def Bond 1","味方と隣接している時、戦闘中、自身の速さ、守備+3","",""
1332,"速さ守備の絆2","Spd/Def Bond 2","味方と隣接している時、戦闘中、自身の速さ、守備+4","",""
1333,"速さ魔防の絆1","Spd/Res Bond 1","味方と隣接している時、戦闘中、自身の速さ、魔防+3","",""
1334,"速さ魔防の絆2","Spd/Res Bond 2","味方と隣接している時、戦闘中、自身の速さ、魔防+4","",""
1335,"守備魔防の絆1","Def/Res Bond 1","味方と隣接している時、戦闘中、自身の守備、魔防+3","",""
1336,"守備魔防の絆2","Def/Res Bond 2","味方と隣接している時、戦闘中、自身の守備、魔防+4","",""
1337,"柔剣1","Flashing Blade 1","速さが敵より5以上高い時、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)","",""
1338,"柔剣2","Flashing Blade 2","速さが敵より3以上高い時、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)","",""
1339,"攻撃の封印1","Chill Atk 1","ターン開始時、敵軍内で最も攻撃が高い敵の攻撃-3(敵の次回行動終了まで)","",""
1340,"攻撃の封印2","Chill Atk 2","ターン開始時、敵軍内で最も攻撃が高い敵の攻撃-5(敵の次回行動終了まで)","",""
1341,"速さの封印1","Chill Spd 1","ターン開始時、敵軍内で最も速さが高い敵の速さ-3(敵の次回行動終了まで)","",""
1342,"速さの封印2","Chill Spd 2","ターン開始時、敵軍内で最も速さが高い敵の速さ-3(敵の次回行動終了まで)","",""
1343,"守備の封印1","Chill Def 1","ターン開始時、敵軍内で最も守備が高い敵の守備-3(敵の次回行動終了まで)","",""
1344,"守備の封印2","Chill Def 2","ターン開始時、敵軍内で最も守備が高い敵の守備-5(敵の次回行動終了まで)","",""
1345,"魔防の封印1","Chill Res 1","ターン開始時、敵軍内で最も魔防が高い敵の魔防-3(敵の次回行動終了まで)","",""
